Initial Pub Offer (Date),IssuerTicker2,IssuerTickerOG,Ticker,Issuer Name,Currency,Country/Region,Initial Pub Offer (Share Price),Initial Pub Offer (Shares Offered),Offer Type,Offer Price,Offer To Date,Pricing Date,Total Debt/Total Assets,Historical Market Cap,Revenues,Size of the Board,% Women on Board,Number of Women on Board,CEO or Equivalent is a Woman,CFO or Equivalent is a Woman,Listing Date,First-Day Closing Price,ID_ISIN,ID_CUSIP,CENTRAL_INDEX_KEY_NUMBER,IPO DATE PLUS 1 M,IPO PRICE AFTER 1M,IPO DATE PLUS 3M,IPO PRICE AFTER 1M,IPO DATE PLUS 6M,IPO PRICE AFTER 6M,IPO DATE PLUS 1 Y,IPO PRICE AFTER 1Y,IPO DATE PLUS 3Y,IPO PRICE AFTER 3Y,IPO DATE PLUS 5Y,IPO PRICE AFTER 5Y,BOARD_SIZE
10/20/2020,TPZ CN Equity,TPZ CN,TPZ CN,Topaz Energy Corp,CAD,CA,13,1.77E+07,"IPO,Primary Share Offering,Secondary Share Offering,REG S,Rule 144A",13,86.61538462,10/19/2020,28.5,2969.9,227.1,8,25,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/20/2020,#NAME?,1/20/2021,#NAME?,4/20/2021,#NAME?,10/20/2021,#NAME?,10/20/2023,#NAME?,10/20/2025,#NAME?,#NAME?
3/17/2006,RBOu CN Equity,RBOu CN,RBO-U CN,Resolve Business Outsourcing Income Fund,CAD,CA,10,2.25E+07,"IPO,Primary Share Offering",10,,2/23/2006,24.8,29.9,348.5,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/17/2006,#NAME?,6/17/2006,#NAME?,9/17/2006,#NAME?,3/17/2007,#NAME?,3/17/2009,#NAME?,3/17/2011,#NAME?,#NAME?
10/12/2007,MCH CN Equity,MCH CN,MCH CN,Mecachrome Canada Inc,CAD,CA,14,1.47E+07,"IPO,Primary Share Offering,Secondary Share Offering",14,,10/12/2007,,8.9,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/12/2007,#NAME?,1/12/2008,#NAME?,4/12/2008,#NAME?,10/12/2008,#NAME?,10/12/2010,#NAME?,10/12/2012,#NAME?,#NAME?
7/10/2018,MAV CN Equity,MAV CN,MAV CN,Mav Beauty Brands Inc,CAD,CA,14,1.73E+07,"IPO,Primary Share Offering,Secondary Share Offering,REG S,Rule 144A",14,,6/28/2018,101.4,8.3,90.6,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/10/2018,#NAME?,10/10/2018,#NAME?,1/10/2019,#NAME?,7/10/2019,#NAME?,7/10/2021,#NAME?,7/10/2023,#NAME?,#NAME?
3/23/2006,CRRu CN Equity,CRRu CN,CRR-U CN,Crombie Real Estate Investment Trust,CAD,CA,10,2.05E+07,"IPO,Primary Share Offering",10,41.7,3/10/2006,54.5,997,347.7,10,30,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/23/2006,#NAME?,6/23/2006,#NAME?,9/23/2006,#NAME?,3/23/2007,#NAME?,3/23/2009,#NAME?,3/23/2011,#NAME?,#NAME?
5/27/2015,IACu CN Equity,IACu CN,IAC-U CN,INFOR Acquisition Corp,CAD,CA,10,2.00E+07,"IPO,Primary Share Offering,SPAC,REG S,Rule 144A",10,,5/14/2015,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/27/2015,#NAME?,8/27/2015,#NAME?,11/27/2015,#NAME?,5/27/2016,#NAME?,5/27/2018,#NAME?,5/27/2020,#NAME?,#NAME?
11/3/2017,STLC CN Equity,STLC CN,STLC CN,Stelco Holdings Inc,CAD,CA,17,1.18E+07,"IPO,Primary Share Offering,REG S,Rule 144A",17,301.6470588,11/2/2017,13.6,1479.9,2161.9,7,28.5714,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/3/2017,#NAME?,2/3/2018,#NAME?,5/3/2018,#NAME?,11/3/2018,#NAME?,11/3/2020,#NAME?,11/3/2022,#NAME?,#NAME?
4/10/2015,RECP CN Equity,RECP CN,RECP CN,Recipe Unlimited Corp,CAD,CA,23,8.70E+06,"IPO,Primary Share Offering",23,,4/1/2015,53.1,593,805.1,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/10/2015,#NAME?,7/10/2015,#NAME?,10/10/2015,#NAME?,4/10/2016,#NAME?,4/10/2018,#NAME?,4/10/2020,#NAME?,#NAME?
2/15/2005,PVNu CN Equity,PVNu CN,PVN-U CN,Premier Value Income Trust,CAD,CA,10,2.20E+07,"IPO,Best Efforts",10,,1/27/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/15/2005,#NAME?,5/15/2005,#NAME?,8/15/2005,#NAME?,2/15/2006,#NAME?,2/15/2008,#NAME?,2/15/2010,#NAME?,#NAME?
9/30/2005,LWRK CN Equity,LWRK CN,LWRK CN,LifeWorks Inc,CAD,CA,10,2.00E+07,IPO,10,,9/21/2005,39.9,1667.7,813.3,9,33.3333,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,10/30/2005,#NAME?,12/30/2005,#NAME?,3/30/2006,#NAME?,9/30/2006,#NAME?,9/30/2008,#NAME?,9/30/2010,#NAME?,#NAME?
8/8/2005,FLNT CN Equity,FLNT CN,FLNT CN,FLINT Corp,CAD,CA,10,2.13E+07,IPO,10,N/A,7/28/2005,94.1,1.9,518.7,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/8/2005,#NAME?,11/8/2005,#NAME?,2/8/2006,#NAME?,8/8/2006,#NAME?,8/8/2008,#NAME?,8/8/2010,#NAME?,#NAME?
6/19/2014,JOY CN Equity,JOY CN,JOY CN,Journey Energy Inc,CAD,CA,12,1.65E+07,"IPO,Primary Share Offering,Secondary Share Offering,Government Exit",12,-86.33333333,6/12/2014,9.2,88.1,121.6,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/19/2014,#NAME?,9/19/2014,#NAME?,12/19/2014,#NAME?,6/19/2015,#NAME?,6/19/2017,#NAME?,6/19/2019,#NAME?,#NAME?
7/3/2018,MIu CN Equity,MIu CN,MI-U CN,Minto Apartment Real Estate Investment Trust,CAD,CA,14.5,1.38E+07,"IPO,Primary Share Offering,REG S,Rule 144A",14.5,-6.75862069,6/22/2018,34.4,366.9,114.6,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/3/2018,#NAME?,10/3/2018,#NAME?,1/3/2019,#NAME?,7/3/2019,#NAME?,7/3/2021,#NAME?,7/3/2023,#NAME?,#NAME?
10/20/2020,PTIu CN Equity,PTIu CN,PTI-U CN,PIMCO Tactical Income Fund,CAD,CA,9.84,2.37E+07,"IPO,Primary Share Offering,Best Efforts,REG S,Rule 144A",9.84,-31.19918699,8/28/2020,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/20/2020,#NAME?,1/20/2021,#NAME?,4/20/2021,#NAME?,10/20/2021,#NAME?,10/20/2023,#NAME?,10/20/2025,#NAME?,#NAME?
12/8/2017,NEO CN Equity,NEO CN,NEO CN,Neo Performance Materials Inc,CAD,CA,18,1.11E+07,"IPO,Secondary Share Offering,Rule 144A",18,-47.72222222,12/1/2017,11.6,231.9,475.8,7,28.5714,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/8/2018,#NAME?,3/8/2018,#NAME?,6/8/2018,#NAME?,12/8/2018,#NAME?,12/8/2020,#NAME?,12/8/2022,#NAME?,#NAME?
5/23/2014,BSOu CN Equity,BSOu CN,BSO-U CN,Brookfield Select Opportunities Income Fund,CAD,CA,10,1.88E+07,"IPO,Primary Share Offering,Best Efforts",10,,4/25/2014,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/23/2014,#NAME?,8/23/2014,#NAME?,11/23/2014,#NAME?,5/23/2015,#NAME?,5/23/2017,#NAME?,5/23/2019,#NAME?,#NAME?
3/31/2006,SXP CN Equity,SXP CN,SXP CN,Supremex Inc,CAD,CA,10,1.75E+07,"IPO,Primary Share Offering",10,-60.5,2/24/2006,37.2,64.6,205.1,8,12.5,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/30/2006,#NAME?,6/30/2006,#NAME?,9/30/2006,#NAME?,3/31/2007,#NAME?,3/31/2009,#NAME?,3/31/2011,#NAME?,#NAME?
8/16/2005,FIE/A CN Equity,FIE/A CN,FIE/A CN,iShares Canadian Financial Monthly Income ETF,CAD,CA,10,2.00E+07,"IPO,Primary Share Offering,Best Efforts",10,,6/30/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/16/2005,#NAME?,11/16/2005,#NAME?,2/16/2006,#NAME?,8/16/2006,#NAME?,8/16/2008,#NAME?,8/16/2010,#NAME?,#NAME?
6/18/2021,ANRG CN Equity,ANRG CN,ANRG CN,Anaergia Inc,CAD,CA,14,1.25E+07,"IPO,Primary Share Offering",14,-92.92857143,6/18/2021,25.4,66.3,109.1,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/18/2021,#NAME?,9/18/2021,#NAME?,12/18/2021,#NAME?,6/18/2022,#NAME?,6/18/2024,#NAME?,6/18/2026,#NAME?,#NAME?
5/25/2021,NBLY CN Equity,NBLY CN,NBLY CN,Neighbourly Pharmacy Inc,CAD,CA,17,1.03E+07,"IPO,Secondary Share Offering,PE Backed,PE Exit,REG S,Rule 144A",17,,5/18/2021,28.7,711.5,567.4,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/25/2021,#NAME?,8/25/2021,#NAME?,11/25/2021,#NAME?,5/25/2022,#NAME?,5/25/2024,#NAME?,5/25/2026,#NAME?,#NAME?
10/25/2017,ROOT CN Equity,ROOT CN,ROOT CN,Roots Corp,CAD,CA,12,1.67E+07,"IPO,Secondary Share Offering,REG S,Rule 144A",12,-81.25,10/18/2017,33.7,59.4,194.6,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/25/2017,#NAME?,1/25/2018,#NAME?,4/25/2018,#NAME?,10/25/2018,#NAME?,10/25/2020,#NAME?,10/25/2022,#NAME?,#NAME?
2/8/2005,SNFu CN Equity,SNFu CN,SNF-U CN,Spinrite Income Fund,CAD,CA,10,2.03E+07,IPO,10,,1/28/2005,37.4,45,64.6,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/8/2005,#NAME?,5/8/2005,#NAME?,8/8/2005,#NAME?,2/8/2006,#NAME?,2/8/2008,#NAME?,2/8/2010,#NAME?,#NAME?
5/18/2005,SCIu CN Equity,SCIu CN,SCI-U CN,SCITI ROCS Trust,CAD,CA,10,1.85E+07,"IPO,Best Efforts",10,,4/4/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/18/2005,#NAME?,8/18/2005,#NAME?,11/18/2005,#NAME?,5/18/2006,#NAME?,5/18/2008,#NAME?,5/18/2010,#NAME?,#NAME?
3/18/2021,CLPu CN Equity,CLPu CN,CLP-U CN,International Clean Power Dividend Fund,CAD,CA,10,2.00E+07,"IPO,Primary Share Offering",10,,3/18/2021,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/18/2021,#NAME?,6/18/2021,#NAME?,9/18/2021,#NAME?,3/18/2022,#NAME?,3/18/2024,#NAME?,3/18/2026,#NAME?,#NAME?
2/8/2005,KNAu CN Equity,KNAu CN,KNA-U CN,Keystone North America Inc,CAD,CA,10,1.71E+07,IPO,10,,12/23/2004,32.7,194.6,122.6,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/8/2005,#NAME?,5/8/2005,#NAME?,8/8/2005,#NAME?,2/8/2006,#NAME?,2/8/2008,#NAME?,2/8/2010,#NAME?,#NAME?
6/28/2018,IPLP CN Equity,IPLP CN,IPLP CN,IPL Plastics Inc,CAD,CA,13.5,1.32E+07,"IPO,Primary Share Offering,REG S,Rule 144A",13.5,,6/21/2018,41.4,216.9,605,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/28/2018,#NAME?,9/28/2018,#NAME?,12/28/2018,#NAME?,6/28/2019,#NAME?,6/28/2021,#NAME?,6/28/2023,#NAME?,#NAME?
4/27/2021,THNC CN Equity,THNC CN,THNC CN,Thinkific Labs Inc,CAD,CA,13,1.23E+07,"IPO,Primary Share Offering,Rule 144A",13,-79.92307692,4/21/2021,2.8,49.6,66.9,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/27/2021,#NAME?,7/27/2021,#NAME?,10/27/2021,#NAME?,4/27/2022,#NAME?,4/27/2024,#NAME?,4/27/2026,#NAME?,#NAME?
8/8/2007,LH CN Equity,LH CN,LH CN,Lockerbie & Hole Inc,CAD,CA,10.25,1.28E+07,"IPO,Primary Share Offering,Secondary Share Offering,Best Efforts",10.25,,7/30/2007,,123.1,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/8/2007,#NAME?,11/8/2007,#NAME?,2/8/2008,#NAME?,8/8/2008,#NAME?,8/8/2010,#NAME?,8/8/2012,#NAME?,#NAME?
7/6/2005,PZA CN Equity,PZA CN,PZA CN,Pizza Pizza Royalty Corp,CAD,CA,10,1.68E+07,IPO,10,35.3,6/9/2005,12.6,239.1,29.8,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/6/2005,#NAME?,10/6/2005,#NAME?,1/6/2006,#NAME?,7/6/2006,#NAME?,7/6/2008,#NAME?,7/6/2010,#NAME?,#NAME?
 ,GLHCDAF CN Equity,GLHCDAF CN,GLHCDAF CN,Global Healthcare Dividend Fund,CAD,CA,,,"IPO,Primary Share Offering,Best Efforts",10,74.136,9/25/2014,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#VALUE!,#NAME?,#NAME?
7/15/2005,BK CN Equity,BK CN,BK CN,Canadian Banc Corp,CAD,CA,15,1.12E+07,"IPO,Primary Share Offering,Best Efforts",15,-7.038775,6/28/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/15/2005,#NAME?,10/15/2005,#NAME?,1/15/2006,#NAME?,7/15/2006,#NAME?,7/15/2008,#NAME?,7/15/2010,#NAME?,#NAME?
5/18/2018,HOM/U CN Equity,HOM/U CN,HOM/U CN,BSR Real Estate Investment Trust,USD,CA,10,1.35E+07,"IPO,Primary Share Offering,REG S,Rule 144A",10,29.4,4/27/2018,44.9,441.1,168.6,7,14.2857,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/18/2018,#NAME?,8/18/2018,#NAME?,11/18/2018,#NAME?,5/18/2019,#NAME?,5/18/2021,#NAME?,5/18/2023,#NAME?,#NAME?
12/18/2014,HHL CN Equity,HHL CN,HHL CN,Harvest Healthcare Leaders Income ETF,CAD,CA,10,1.50E+07,"IPO,Primary Share Offering,Best Efforts",10,-20,12/18/2014,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/18/2015,#NAME?,3/18/2015,#NAME?,6/18/2015,#NAME?,12/18/2015,#NAME?,12/18/2017,#NAME?,12/18/2019,#NAME?,#NAME?
2/6/2018,PL CN Equity,PL CN,PL CN,Pinnacle Renewable Energy Inc,CAD,CA,11.25,1.33E+07,"IPO,Primary Share Offering,Secondary Share Offering,REG S,Rule 144A",11.25,,1/30/2018,63,228.1,366,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/6/2018,#NAME?,5/6/2018,#NAME?,8/6/2018,#NAME?,2/6/2019,#NAME?,2/6/2021,#NAME?,2/6/2023,#NAME?,#NAME?
4/13/2017,SHLE CN Equity,SHLE CN,SHLE CN,Source Energy Services Ltd,CAD,CA,10.5,1.67E+07,"IPO,Primary Share Offering,REG S,Rule 144A",10.5,-91.8968254,4/6/2017,45.9,152.8,492,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/13/2017,#NAME?,7/13/2017,#NAME?,10/13/2017,#NAME?,4/13/2018,#NAME?,4/13/2020,#NAME?,4/13/2022,#NAME?,#NAME?
3/21/2001,GDI CN Equity,GDI CN,GDI CN,GDI Integrated Facility Services Inc,CAD,CA,0.2,1.30E+06,"IPO,Primary Share Offering",16,-81.57451923,5/7/2015,30.6,641.5,1865.2,6,16.6667,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/21/2001,#NAME?,6/21/2001,#NAME?,9/21/2001,#NAME?,3/21/2002,#NAME?,3/21/2004,#NAME?,3/21/2006,#NAME?,#NAME?
6/3/2015,RAY/A CN Equity,RAY/A CN,RAY/A CN,Stingray Group Inc,CAD,CA,6.25,2.24E+07,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,REG S,Rule 144A",6.25,42.88,5/26/2015,47.6,356.8,256.1,10,30,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,7/3/2015,#NAME?,9/3/2015,#NAME?,12/3/2015,#NAME?,6/3/2016,#NAME?,6/3/2018,#NAME?,6/3/2020,#NAME?,#NAME?
12/11/2019,AND CN Equity,AND CN,AND CN,Andlauer Healthcare Group Inc,CAD,CA,15,1.00E+07,"IPO,Primary Share Offering,REG S,Rule 144A",15,154.5333333,12/4/2019,18.1,1151,474.8,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/11/2020,#NAME?,3/11/2020,#NAME?,6/11/2020,#NAME?,12/11/2020,#NAME?,12/11/2022,#NAME?,12/11/2024,#NAME?,#NAME?
10/28/2020,BBTV CN Equity,BBTV CN,BBTV CN,BBTV Holdings Inc,CAD,CA,16,1.08E+07,"IPO,Primary Share Offering,REG S,Rule 144A",16,,10/22/2020,30.2,3.4,309.3,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/28/2020,#NAME?,1/28/2021,#NAME?,4/28/2021,#NAME?,10/28/2021,#NAME?,10/28/2023,#NAME?,10/28/2025,#NAME?,#NAME?
12/20/2005,SPu CN Equity,SPu CN,SP-U CN,Spectra Energy Income Fund,CAD,CA,10,1.40E+07,IPO,10,,12/5/2005,,221.1,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/20/2006,#NAME?,3/20/2006,#NAME?,6/20/2006,#NAME?,12/20/2006,#NAME?,12/20/2008,#NAME?,12/20/2010,#NAME?,#NAME?
2/15/2006,782606Z CN Equity,782606Z CN,782606Z CN,Canada Dominion Resources 2006 LP,CAD,CA,25,6.00E+06,"IPO,Primary Share Offering,Best Efforts",25,,1/19/2006,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/15/2006,#NAME?,5/15/2006,#NAME?,8/15/2006,#NAME?,2/15/2007,#NAME?,2/15/2009,#NAME?,2/15/2011,#NAME?,#NAME?
2/18/2011,IDFu CN Equity,IDFu CN,IDF-U CN,INDEXPLUS Dividend Fund,CAD,CA,12,1.00E+07,"IPO,Primary Share Offering,Best Efforts",12,,1/27/2011,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,3/18/2011,#NAME?,5/18/2011,#NAME?,8/18/2011,#NAME?,2/18/2012,#NAME?,2/18/2014,#NAME?,2/18/2016,#NAME?,#NAME?
8/13/2021,LCFS CN Equity,LCFS CN,LCFS CN,Tidewater Renewables Ltd,CAD,CA,15,1.00E+07,"IPO,Primary Share Offering,REG S",15,-85.06666667,8/12/2021,29.5,52.7,72.4,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/13/2021,#NAME?,11/13/2021,#NAME?,2/13/2022,#NAME?,8/13/2022,#NAME?,8/13/2024,#NAME?,8/13/2026,#NAME?,#NAME?
10/7/2021,CPLF CN Equity,CPLF CN,CPLF CN,Copperleaf Technologies Inc,CAD,CA,15,9.34E+06,"IPO,Primary Share Offering",15,-20.06666667,10/7/2021,1.3,337.9,58.9,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,11/7/2021,#NAME?,1/7/2022,#NAME?,4/7/2022,#NAME?,10/7/2022,#NAME?,10/7/2024,#NAME?,10/7/2026,#NAME?,#NAME?
12/11/2007,2286279Z CN Equity,2286279Z CN,2286279Z CN,EarthFirst Canada Inc,CAD,CA,2.25,5.02E+07,"IPO,Primary Share Offering",2.25,,11/29/2007,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,1/11/2008,#NAME?,3/11/2008,#NAME?,6/11/2008,#NAME?,12/11/2008,#NAME?,12/11/2010,#NAME?,12/11/2012,#NAME?,#NAME?
7/17/2020,DND CN Equity,DND CN,DND CN,Dye & Durham Ltd,CAD,CA,7.5,2.00E+07,"IPO,Primary Share Offering,Secondary Share Offering,REG S,Rule 144A",7.5,63.46666667,7/13/2020,68.9,602.8,337.8,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/17/2020,#NAME?,10/17/2020,#NAME?,1/17/2021,#NAME?,7/17/2021,#NAME?,7/17/2023,#NAME?,7/17/2025,#NAME?,#NAME?
5/6/2022,DRR/U CN Equity,DRR/U CN,DRR/U CN,Dream Residential Real Estate Investment Trust,USD,CA,13,9.62E+06,"IPO,Primary Share Offering,REG S,Rule 144A",13,-28.30769231,4/29/2022,33.8,102.4,47.9,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/6/2022,#NAME?,8/6/2022,#NAME?,11/6/2022,#NAME?,5/6/2023,#NAME?,5/6/2025,#NAME?,5/6/2027,#NAME?,#NAME?
7/7/2015,TMR CN Equity,TMR CN,TMR CN,TMAC Resources Inc,CAD,CA,6,2.25E+07,"IPO,Primary Share Offering,REG S",6,,6/29/2015,26.8,125.2,192,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/7/2015,#NAME?,10/7/2015,#NAME?,1/7/2016,#NAME?,7/7/2016,#NAME?,7/7/2018,#NAME?,7/7/2020,#NAME?,#NAME?
11/3/2021,DTOL CN Equity,DTOL CN,DTOL CN,D2L Inc,CAD,CA,17,8.83E+06,"IPO,Primary Share Offering,Secondary Share Offering",17,-0.411764706,10/27/2021,6.4,545.6,182.3,7,28.5714,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,12/3/2021,#NAME?,2/3/2022,#NAME?,5/3/2022,#NAME?,11/3/2022,#NAME?,11/3/2024,#NAME?,11/3/2026,#NAME?,#NAME?
3/11/2005,GIIu CN Equity,GIIu CN,GII-U CN,Global Diversified Investment Grade Income Trust II,CAD,CA,10,1.50E+07,"IPO,Best Efforts",10,,3/11/2005,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/11/2005,#NAME?,6/11/2005,#NAME?,9/11/2005,#NAME?,3/11/2006,#NAME?,3/11/2008,#NAME?,3/11/2010,#NAME?,#NAME?
5/11/2017,REAL CN Equity,REAL CN,REAL CN,Real Matters Inc,CAD,CA,13,1.21E+07,"IPO,Primary Share Offering,Secondary Share Offering,REG S,Rule 144A",13,-53.92307692,5/5/2017,2.1,336.3,172.7,7,28.5714,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/11/2017,#NAME?,8/11/2017,#NAME?,11/11/2017,#NAME?,5/11/2018,#NAME?,5/11/2020,#NAME?,5/11/2022,#NAME?,#NAME?
7/24/2014,GIFu CN Equity,GIFu CN,GIF-U CN,Global Infrastructure Dividend Fund,CAD,CA,10,1.25E+07,"IPO,Primary Share Offering,Best Efforts",10,,6/2/2014,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/24/2014,#NAME?,10/24/2014,#NAME?,1/24/2015,#NAME?,7/24/2015,#NAME?,7/24/2017,#NAME?,7/24/2019,#NAME?,#NAME?
8/9/2001,IAI/SV/A CN Equity,IAI/SV/A CN,IAI/SV/A CN,Intier Automotive Inc,CAD,CA,21,4.76E+06,"IPO,Primary Share Offering,Dual Listing",21,,7/31/2001,8.2,1044,5474.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,9/9/2001,#NAME?,11/9/2001,#NAME?,2/9/2002,#NAME?,8/9/2002,#NAME?,8/9/2004,#NAME?,8/9/2006,#NAME?,#NAME?
4/5/2022,FGAA/V CN Equity,FGAA/V CN,FGAA/V CN,Saltire Capital Ltd,USD,CA,10,1.00E+07,"IPO,Primary Share Offering,SPAC,Best Efforts",10,,3/21/2022,,62.7,15.7,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,5/5/2022,#NAME?,7/5/2022,#NAME?,10/5/2022,#NAME?,4/5/2023,#NAME?,4/5/2025,#NAME?,4/5/2027,#NAME?,#NAME?
3/3/2021,FDGE CN Equity,FDGE CN,FDGE CN,Farmers Edge Inc,CAD,CA,17,7.35E+06,"IPO,Primary Share Offering",17,,2/24/2021,52,8.5,25.2,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,4/3/2021,#NAME?,6/3/2021,#NAME?,9/3/2021,#NAME?,3/3/2022,#NAME?,3/3/2024,#NAME?,3/3/2026,#NAME?,#NAME?
7/16/2010,PBYu CN Equity,PBYu CN,PBY-U CN,Canso Credit Income Fund,CAD,CA,10,1.14E+07,"IPO,Primary Share Offering,Best Efforts",10,60.4,5/20/2010,,,,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,8/16/2010,#NAME?,10/16/2010,#NAME?,1/16/2011,#NAME?,7/16/2011,#NAME?,7/16/2013,#NAME?,7/16/2015,#NAME?,#NAME?
5/25/2010,CZE CN Equity,CZE CN,CZE CN,C&C Energia Ltd,CAD,CA,8.5,1.18E+07,"IPO,Primary Share Offering,Secondary Share Offering",8.5,,5/14/2010,,414.7,239,,,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,#NAME?,6/25/2010,#NAME?,8/25/2010,#NAME?,11/25/2010,#NAME?,5/25/2011,#NAME?,5/25/2013,#NAME?,5/25/2015,#NAME?,#NAME?
